Author1,Author2,Weight
Nilanjan,Senroy,1
G. Cigdem,Yalcin,1
G. Cigdem,Veit,1
G. Cigdem,Wen,1
G. Cigdem,Mehrnaz,1
G. Cigdem,Xinyi,1
G. Cigdem,Hagenmeyer,1
G. Cigdem,Anvari,1
G. Cigdem,Benjamin,1
G. Cigdem,Leonardo Rydin,1
G. Cigdem,Schafer,1
G. Cigdem,Gorjao,1
Yalcin,Veit,1
Yalcin,Wen,1
Yalcin,Mehrnaz,1
Yalcin,Xinyi,1
Yalcin,Hagenmeyer,1
Yalcin,Anvari,1
Yalcin,Benjamin,1
Yalcin,Leonardo Rydin,1
Yalcin,Schafer,1
Yalcin,Gorjao,1
Veit,Wen,1
Veit,Mehrnaz,1
Veit,Xinyi,1
Veit,Anvari,1
Veit,Schafer,1
Veit,Gorjao,1
Wen,Mehrnaz,1
Wen,Xinyi,1
Wen,Hagenmeyer,1
Wen,Anvari,1
Wen,Benjamin,1
Wen,Leonardo Rydin,1
Wen,Schafer,1
Wen,Gorjao,1
Mehrnaz,Xinyi,1
Mehrnaz,Hagenmeyer,1
Mehrnaz,Anvari,1
Mehrnaz,Benjamin,1
Mehrnaz,Leonardo Rydin,1
Mehrnaz,Schafer,1
Mehrnaz,Gorjao,1
Xinyi,Hagenmeyer,1
Xinyi,Anvari,1
Xinyi,Benjamin,1
Xinyi,Leonardo Rydin,1
Xinyi,Schafer,1
Xinyi,Gorjao,1
Hagenmeyer,Anvari,1
Hagenmeyer,Schafer,1
Hagenmeyer,Gorjao,1
Anvari,Benjamin,1
Anvari,Leonardo Rydin,1
Anvari,Schafer,1
Anvari,Gorjao,1
Benjamin,Leonardo Rydin,1
Benjamin,Schafer,1
Benjamin,Gorjao,1
Leonardo Rydin,Schafer,1
Leonardo Rydin,Gorjao,1
Schafer,Gorjao,1
Murat,Josiah W.,1
Murat,Torlak,1
Murat,Smith,1
Josiah W.,Torlak,1
Josiah W.,Smith,1
Torlak,Smith,1
Alshawabkeh,Molina-Garcia,1
Alshawabkeh,Georgios,1
Alshawabkeh,Tzounas,1
Alshawabkeh,Milano,1
Alshawabkeh,Ali,1
Alshawabkeh,Angel,1
Alshawabkeh,Federico,1
Molina-Garcia,Georgios,1
Molina-Garcia,Tzounas,1
Molina-Garcia,Milano,1
Molina-Garcia,Ali,1
Molina-Garcia,Angel,2
Molina-Garcia,Federico,1
Georgios,Tzounas,1
Georgios,Milano,1
Georgios,Ali,1
Georgios,Angel,1
Georgios,Federico,1
Tzounas,Milano,1
Tzounas,Ali,1
Tzounas,Angel,1
Tzounas,Federico,1
Milano,Ali,1
Milano,Angel,1
Ali,Angel,1
Ali,Federico,1
Angel,Federico,1
Rajabdorri,Mohammad,1
Rajabdorri,Enrique,1
Rajabdorri,Troffaes,1
Rajabdorri,Kazemtabrizi,1
Rajabdorri,Lobato,1
Rajabdorri,Matthias C. M.,1
Rajabdorri,Lukas,1
Rajabdorri,Sigrist,1
Rajabdorri,Behzad,1
Mohammad,Enrique,1
Mohammad,Troffaes,1
Mohammad,Kazemtabrizi,1
Mohammad,Lobato,1
Mohammad,Matthias C. M.,1
Mohammad,Lukas,1
Mohammad,Sigrist,1
Mohammad,Behzad,1
Enrique,Troffaes,1
Enrique,Kazemtabrizi,1
Enrique,Lobato,1
Enrique,Matthias C. M.,1
Enrique,Lukas,1
Enrique,Sigrist,1
Enrique,Behzad,1
Troffaes,Kazemtabrizi,1
Troffaes,Lobato,1
Troffaes,Matthias C. M.,1
Troffaes,Lukas,1
Troffaes,Sigrist,1
Troffaes,Behzad,1
Kazemtabrizi,Lobato,1
Kazemtabrizi,Matthias C. M.,1
Kazemtabrizi,Lukas,1
Kazemtabrizi,Sigrist,1
Kazemtabrizi,Behzad,1
Lobato,Matthias C. M.,1
Lobato,Lukas,1
Lobato,Sigrist,1
Lobato,Behzad,1
Matthias C. M.,Lukas,1
Matthias C. M.,Sigrist,1
Matthias C. M.,Behzad,1
Lukas,Sigrist,1
Lukas,Behzad,1
Sigrist,Behzad,1
Kerci,Milano,1
Kerci,Federico,1
Kerci,Taulant,1
Milano,Taulant,1
Federico,Taulant,1
Rezmer,Lobos,1
Rezmer,Tadeusz,1
Rezmer,Jacek,1
Lobos,Tadeusz,1
Lobos,Jacek,1
Tadeusz,Jacek,1
B,Zorawar,1
B,Bhatia,1
B,Eng,1
Zorawar,Bhatia,1
Zorawar,Eng,1
Bhatia,Eng,1
Qu,Shen,1
Qu,Dong,1
Qu,Hongli,1
Qu,Wang,1
Qu,Bogang,1
Qu,Zidong,1
Qu,Bo,1
Shen,Dong,1
Shen,Hongli,1
Shen,Wang,1
Shen,Bogang,1
Shen,Zidong,1
Shen,Bo,1
Dong,Hongli,1
Dong,Wang,1
Dong,Bogang,1
Dong,Zidong,1
Dong,Bo,1
Hongli,Wang,1
Hongli,Bogang,1
Hongli,Zidong,1
Hongli,Bo,1
Wang,Bogang,1
Wang,Bo,1
Bogang,Zidong,1
Bogang,Bo,1
Zidong,Bo,1
Li,Zhang,1
Li,Hong-Bin,1
Li,Peng,1
Zhang,Hong-Bin,1
Zhang,Peng,1
Hong-Bin,Peng,1
A.,K.P.,1
A.,Rao,1
Pradhan,K.P.,1
Pradhan,Rao,1
A.K.,K.P.,1
A.K.,Rao,1
K.P.,Routray,1
K.P.,Rao,1
Routray,Rao,1
Edwin,Xin,1
Edwin,Yaz,1
Edwin,Wang,1
Xin,Yaz,1
Xin,Wang,1
Yaz,Wang,1
Denenberg,J N,1
Gerald,G.,1
Gerald,P.,1
Gerald,Rainer,1
Gerald,Martin,1
Gerald,Enzner,1
Gerald,R.,1
Gerald,Vary,1
Gerald,Peter,1
G.,P.,1
G.,Rainer,1
G.,Martin,1
G.,Enzner,1
G.,R.,1
G.,Vary,1
G.,Peter,1
P.,Rainer,1
P.,Martin,1
P.,Enzner,1
P.,R.,1
P.,Vary,1
P.,Peter,1
Rainer,Martin,1
Rainer,Enzner,1
Rainer,R.,1
Rainer,Vary,1
Rainer,Peter,1
Martin,Enzner,1
Martin,R.,1
Martin,Vary,1
Martin,Peter,1
Enzner,R.,1
Enzner,Vary,1
Enzner,Peter,1
R.,Vary,1
R.,Peter,1
Vary,Peter,1
J.,Gilchrist,1
Magdy,K.,1
Magdy,Jones,1
Magdy,H.M.,1
Magdy,Korzeniowski,1
Magdy,M.A.,1
K.,Jones,1
K.,H.M.,1
K.,Korzeniowski,1
K.,M.A.,1
Jones,H.M.,1
Jones,Korzeniowski,1
Jones,M.A.,1
H.M.,Korzeniowski,1
H.M.,M.A.,1
Korzeniowski,M.A.,1
Vigueras-Rodriguez,Fuentes,1
Vigueras-Rodriguez,Molina-Garcia,1
Vigueras-Rodriguez,Juan Alvaro,1
Vigueras-Rodriguez,Sergio,1
Vigueras-Rodriguez,Antonio,1
Vigueras-Rodriguez,Emilio,1
Vigueras-Rodriguez,Amat Plata,1
Vigueras-Rodriguez,Martin-Martinez,1
Vigueras-Rodriguez,Gomez-Lazaro,1
Vigueras-Rodriguez,Angel,1
Fuentes,Molina-Garcia,1
Fuentes,Juan Alvaro,1
Fuentes,Sergio,1
Fuentes,Antonio,1
Fuentes,Emilio,1
Fuentes,Amat Plata,1
Fuentes,Martin-Martinez,1
Fuentes,Gomez-Lazaro,1
Fuentes,Angel,1
Molina-Garcia,Juan Alvaro,1
Molina-Garcia,Sergio,1
Molina-Garcia,Antonio,1
Molina-Garcia,Emilio,1
Molina-Garcia,Amat Plata,1
Molina-Garcia,Martin-Martinez,1
Molina-Garcia,Gomez-Lazaro,1
Juan Alvaro,Sergio,1
Juan Alvaro,Antonio,1
Juan Alvaro,Emilio,1
Juan Alvaro,Amat Plata,1
Juan Alvaro,Martin-Martinez,1
Juan Alvaro,Gomez-Lazaro,1
Juan Alvaro,Angel,1
Sergio,Antonio,1
Sergio,Emilio,1
Sergio,Amat Plata,1
Sergio,Martin-Martinez,1
Sergio,Gomez-Lazaro,1
Sergio,Angel,1
Antonio,Emilio,1
Antonio,Amat Plata,1
Antonio,Martin-Martinez,1
Antonio,Gomez-Lazaro,1
Antonio,Angel,1
Emilio,Amat Plata,1
Emilio,Martin-Martinez,1
Emilio,Gomez-Lazaro,1
Emilio,Angel,1
Amat Plata,Martin-Martinez,1
Amat Plata,Gomez-Lazaro,1
Amat Plata,Angel,1
Martin-Martinez,Gomez-Lazaro,1
Martin-Martinez,Angel,1
Gomez-Lazaro,Angel,1
Pawula,R.,1
H.,Tarun Kumar,1
H.,Parthasarathy,1
H.,Rawat,1
Tarun Kumar,Parthasarathy,1
Tarun Kumar,Rawat,1
Parthasarathy,Rawat,1
